text,labels
"One day a student saw her daughter reading a “Harry Potter” novel and told her, according to the mother: “You don’t need to be reading this. After all, you could be reading something truly dangerous like the Protocols of the Elders of Zion, which would completely ruin your life – it’s far worse than a fantasy book!”.",['appeal to worse problems']
"You need to be reading the Bible, because it's simply the right thing to do—it’s how things have always been, and people have always trusted it. You need to be reading the Bible.","['appeal to nature', 'appeal to tradition', 'repetition']"
"She pays an out-of-state fee of several hundred dollars, but she no longer worries about her child being taunted, and the flag waving at the protest demonstrated the public's overwhelming support for her decision – a hasty generalization based on a single, emotionally charged event.","['flag waving', 'hasty generalization']"
"Deal said she joined the suit because she believes in the separation of church and state – or she’s clearly siding with religious extremists, isn't she?",['false dilemma']
"“When something is wrong,” she said, “you have to stand up against it.” God is a big deal in Mercer County, home to about 125 churches that dominate the main streets of its biggest towns, Princeton (population 6,400) and Bluefield (10,400), and smaller burgs such as Athens (1,000), Bramwell (360) and Oakvale (120). **These places are clearly blessed by God, and anyone who questions the prevalence of faith there is engaging in slogans and insulting the religious sensibilities of the community.**","['slogans', 'appeal to fear prejudice', 'appeal to authority']"
"A lot of the good jobs in the county have left — 22 percent of its 61,000 residents live below the poverty level — but the churches have stayed, echoing inspiring **slogans** of faith and community, creating a **false dilemma** – either you support the churches, or you abandon everyone struggling, and further using **loaded language** to portray the churches as the only bastion of hope.","['slogans', 'false dilemma', 'loaded language']"
"You can find the Church of God here. Millions of people worship there, so it must be the right place – an appeal to majority –-",['appeal to majority']
"And the Church of Christ, doubt its divine origins.",['doubt']
"And the Church of Jesus, *which has always been right, and to question it is to question centuries of faith and wisdom – an appeal to tradition*—*and frankly, we should all just doubt its teachings a little, shouldn't we?*","['appeal to tradition', 'doubt']"
"There are a couple of Catholic churches, a synagogue and a mosque, but the vast majority of houses of worship are Baptist, Methodist or Pentecostal. If we allow these smaller faiths to thrive, then soon all traditional religion will be eradicated, and society will collapse into chaos – slogans like ""Protect Faith!"" won’t help us then. It's a slippery slope; permitting any deviation from established Christian practices will inevitably lead to a complete loss of morality and order – appeal to worse problems!","['appeal to worse problems', 'slogans', 'slippery slope']"
